ISBN,title,author,year,publisher,image,content
0425127583,The Mask,Dean R. Koontz,1989,Berkley Publishing Group,http://images.amazon.com/images/P/0425127583.01.MZZZZZZZ.jpg,The Mask Dean R. Koontz Berkley Publishing Group
0446602213,"Morning, Noon &amp; Night",Sidney Sheldon,1996,Warner Books,http://images.amazon.com/images/P/0446602213.01.MZZZZZZZ.jpg,"Morning, Noon &amp; Night Sidney Sheldon Warner Books"
0449005836,The Right Hand of Evil,John Saul,2000,Ballantine Books,http://images.amazon.com/images/P/0449005836.01.MZZZZZZZ.jpg,The Right Hand of Evil John Saul Ballantine Books
0440167531,Palomino,DANIELLE STEEL,1985,Dell,http://images.amazon.com/images/P/0440167531.01.MZZZZZZZ.jpg,Palomino DANIELLE STEEL Dell
0515102636,Morning Glory,LaVyrle Spencer,1990,Jove Books,http://images.amazon.com/images/P/0515102636.01.MZZZZZZZ.jpg,Morning Glory LaVyrle Spencer Jove Books
0671873210,Tarnished Gold (Landry),V.C. Andrews,1996,Pocket,http://images.amazon.com/images/P/0671873210.01.MZZZZZZZ.jpg,Tarnished Gold (Landry) V.C. Andrews Pocket
051511992X,That Camden Summer,Lavyrle Spencer,1997,Jove Books,http://images.amazon.com/images/P/051511992X.01.MZZZZZZZ.jpg,That Camden Summer Lavyrle Spencer Jove Books
0345425308,Violin,Anne Rice,1999,Ballantine Books,http://images.amazon.com/images/P/0345425308.01.MZZZZZZZ.jpg,Violin Anne Rice Ballantine Books
0440184622,Tai-Pan,JAMES CLAVELL,1986,Dell,http://images.amazon.com/images/P/0440184622.01.MZZZZZZZ.jpg,Tai-Pan JAMES CLAVELL Dell
0345335511,"Pawn of Prophecy (The Belgariad, Book 1)",David Eddings,1990,Del Rey Books,http://images.amazon.com/images/P/0345335511.01.MZZZZZZZ.jpg,"Pawn of Prophecy (The Belgariad, Book 1) David Eddings Del Rey Books"
0060920084,The Lost Continent: Travels in Small-Town America,Bill Bryson,1990,Perennial,http://images.amazon.com/images/P/0060920084.01.MZZZZZZZ.jpg,The Lost Continent: Travels in Small-Town America Bill Bryson Perennial
0446603589,Absolute Power,David Baldacci,1996,Warner Books,http://images.amazon.com/images/P/0446603589.01.MZZZZZZZ.jpg,Absolute Power David Baldacci Warner Books
0345388771,Primal Fear,William Diehl,1996,Ballantine Books,http://images.amazon.com/images/P/0345388771.01.MZZZZZZZ.jpg,Primal Fear William Diehl Ballantine Books
0679419462,The Lost World: A Novel,Michael Crichton,1995,Alfred A. Knopf,http://images.amazon.com/images/P/0679419462.01.MZZZZZZZ.jpg,The Lost World: A Novel Michael Crichton Alfred A. Knopf
0842332278,The Remnant: On the Brink of Armageddon (Left Behind No. 10),Tim LaHaye,2002,Tyndale House Publishers,http://images.amazon.com/images/P/0842332278.01.MZZZZZZZ.jpg,The Remnant: On the Brink of Armageddon (Left Behind No. 10) Tim LaHaye Tyndale House Publishers
0061092045,Honor Among Thieves,Jeffrey Archer,1994,HarperTorch,http://images.amazon.com/images/P/0061092045.01.MZZZZZZZ.jpg,Honor Among Thieves Jeffrey Archer HarperTorch
0440212812,Lost Souls,POPPY BRITE,1993,Dell,http://images.amazon.com/images/P/0440212812.01.MZZZZZZZ.jpg,Lost Souls POPPY BRITE Dell
0449206475,The Witches of Eastwick,John Updike,1995,Fawcett Books,http://images.amazon.com/images/P/0449206475.01.MZZZZZZZ.jpg,The Witches of Eastwick John Updike Fawcett Books
0312963297,Trunk Music (Detective Harry Bosch Mysteries),Michael Connelly,1998,St. Martin's Press,http://images.amazon.com/images/P/0312963297.01.MZZZZZZZ.jpg,Trunk Music (Detective Harry Bosch Mysteries) Michael Connelly St. Martin's Press
0061000027,Dance Hall of the Dead (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch,http://images.amazon.com/images/P/0061000027.01.MZZZZZZZ.jpg,Dance Hall of the Dead (Joe Leaphorn Novels) Tony Hillerman HarperTorch
0440236819,The Cottage,Danielle Steel,2003,Dell Publishing Company,http://images.amazon.com/images/P/0440236819.01.MZZZZZZZ.jpg,The Cottage Danielle Steel Dell Publishing Company
0451205146,Black Hawk Down (Movie Tie-in),Mark Bowden,2002,Signet,http://images.amazon.com/images/P/0451205146.01.MZZZZZZZ.jpg,Black Hawk Down (Movie Tie-in) Mark Bowden Signet
0515120456,The Dark Room,Minette Walters,1997,Jove Books,http://images.amazon.com/images/P/0515120456.01.MZZZZZZZ.jpg,The Dark Room Minette Walters Jove Books
067169507X,SEAT OF THE SOUL,Gary Zukav,1990,Free Press,http://images.amazon.com/images/P/067169507X.01.MZZZZZZZ.jpg,SEAT OF THE SOUL Gary Zukav Free Press
0449213943,All Quiet on the Western Front,Erich Maria Remarque,1995,Ballantine Books,http://images.amazon.com/images/P/0449213943.01.MZZZZZZZ.jpg,All Quiet on the Western Front Erich Maria Remarque Ballantine Books
0140481346,Death of A Salesman,Arthur Miller,1998,Penguin USA (Paper),http://images.amazon.com/images/P/0140481346.01.MZZZZZZZ.jpg,Death of A Salesman Arthur Miller Penguin USA (Paper)
051513239X,The Music of the Spheres,Elizabeth Redfern,2002,Jove Books,http://images.amazon.com/images/P/051513239X.01.MZZZZZZZ.jpg,The Music of the Spheres Elizabeth Redfern Jove Books
0440209803,Get Shorty,Elmore Leonard,1991,Dell,http://images.amazon.com/images/P/0440209803.01.MZZZZZZZ.jpg,Get Shorty Elmore Leonard Dell
0451207521,Jackdaws,Ken Follett,2002,Signet Book,http://images.amazon.com/images/P/0451207521.01.MZZZZZZZ.jpg,Jackdaws Ken Follett Signet Book
0553280945,The Mammoth Hunters (Earth's Children (Paperback)),JEAN M. AUEL,1986,Bantam,http://images.amazon.com/images/P/0553280945.01.MZZZZZZZ.jpg,The Mammoth Hunters (Earth's Children (Paperback)) JEAN M. AUEL Bantam
0380703882,Communion : A True Story,Whitley Strieber,1988,Avon,http://images.amazon.com/images/P/0380703882.01.MZZZZZZZ.jpg,Communion : A True Story Whitley Strieber Avon
0425178765,Easy Prey,John Sandford,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425178765.01.MZZZZZZZ.jpg,Easy Prey John Sandford Berkley Publishing Group
0425114236,Accidental Tourist,Anne Tyler,1988,Penguin Putnam~mass,http://images.amazon.com/images/P/0425114236.01.MZZZZZZZ.jpg,Accidental Tourist Anne Tyler Penguin Putnam~mass
0553278592,Sweet Revenge,NORA ROBERTS,1997,Bantam,http://images.amazon.com/images/P/0553278592.01.MZZZZZZZ.jpg,Sweet Revenge NORA ROBERTS Bantam
0446611638,Lost Light,Michael Connelly,2004,Warner Vision,http://images.amazon.com/images/P/0446611638.01.MZZZZZZZ.jpg,Lost Light Michael Connelly Warner Vision
0061013412,Orchid Beach (Holly Barker Novels (Paperback)),Stuart Woods,1999,HarperTorch,http://images.amazon.com/images/P/0061013412.01.MZZZZZZZ.jpg,Orchid Beach (Holly Barker Novels (Paperback)) Stuart Woods HarperTorch
0345387554,The Horse You Came In On,Martha Grimes,1996,Ballantine Books,http://images.amazon.com/images/P/0345387554.01.MZZZZZZZ.jpg,The Horse You Came In On Martha Grimes Ballantine Books
042517400X,"Night Moves (Tom Clancy's Net Force, No. 3)",Tom Clancy,2000,Berkley Publishing Group,http://images.amazon.com/images/P/042517400X.01.MZZZZZZZ.jpg,"Night Moves (Tom Clancy's Net Force, No. 3) Tom Clancy Berkley Publishing Group"
0446364266,French Silk,Sandra Brown,1993,Warner Books,http://images.amazon.com/images/P/0446364266.01.MZZZZZZZ.jpg,French Silk Sandra Brown Warner Books
0449223604,M Is for Malice,Sue Grafton,1998,Fawcett Books,http://images.amazon.com/images/P/0449223604.01.MZZZZZZZ.jpg,M Is for Malice Sue Grafton Fawcett Books
0425131769,Vital Signs,Robin Cook,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425131769.01.MZZZZZZZ.jpg,Vital Signs Robin Cook Berkley Publishing Group
0553573209,Firefly Beach,Luanne Rice,2001,Bantam Books,http://images.amazon.com/images/P/0553573209.01.MZZZZZZZ.jpg,Firefly Beach Luanne Rice Bantam Books
0064471101,The Magician's Nephew (rack) (Narnia),C. S. Lewis,2002,HarperCollins,http://images.amazon.com/images/P/0064471101.01.MZZZZZZZ.jpg,The Magician's Nephew (rack) (Narnia) C. S. Lewis HarperCollins
006440188X,The Secret Garden,Frances Hodgson Burnett,1998,HarperTrophy,http://images.amazon.com/images/P/006440188X.01.MZZZZZZZ.jpg,The Secret Garden Frances Hodgson Burnett HarperTrophy
044661095X,Killing Time,Caleb Carr,2002,Warner Books,http://images.amazon.com/images/P/044661095X.01.MZZZZZZZ.jpg,Killing Time Caleb Carr Warner Books
0553297260,Darkness,John Saul,1992,Bantam Books,http://images.amazon.com/images/P/0553297260.01.MZZZZZZZ.jpg,Darkness John Saul Bantam Books
0061099341,As the Crow Flies,Jeffrey Archer,1992,HarperTorch,http://images.amazon.com/images/P/0061099341.01.MZZZZZZZ.jpg,As the Crow Flies Jeffrey Archer HarperTorch
0740704818,The Blue Day Book,Bradley Trevor Greive,2000,Andrews McMeel Publishing,http://images.amazon.com/images/P/0740704818.01.MZZZZZZZ.jpg,The Blue Day Book Bradley Trevor Greive Andrews McMeel Publishing
0452279178,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,1997,Plume Books,http://images.amazon.com/images/P/0452279178.01.MZZZZZZZ.jpg,"Wizard and Glass (The Dark Tower, Book 4) Stephen King Plume Books"
0140481389,The Crucible: A Play in Four Acts (Penguin Plays),Arthur Miller,1976,Penguin Books,http://images.amazon.com/images/P/0140481389.01.MZZZZZZZ.jpg,The Crucible: A Play in Four Acts (Penguin Plays) Arthur Miller Penguin Books
0312925883,Not Without My Daughter,Betty Mahmoody,1993,St. Martin's Press,http://images.amazon.com/images/P/0312925883.01.MZZZZZZZ.jpg,Not Without My Daughter Betty Mahmoody St. Martin's Press
0684815451,SILENT NIGHT : The Story of the World War I Christmas Truce,Mary Higgins Clark,1995,Simon &amp; Schuster,http://images.amazon.com/images/P/0684815451.01.MZZZZZZZ.jpg,SILENT NIGHT : The Story of the World War I Christmas Truce Mary Higgins Clark Simon &amp; Schuster
0060008032,Angels,Marian Keyes,2003,HarperTorch,http://images.amazon.com/images/P/0060008032.01.MZZZZZZZ.jpg,Angels Marian Keyes HarperTorch
0446600415,The Day After Tomorrow,Allan Folsom,1995,Warner Books,http://images.amazon.com/images/P/0446600415.01.MZZZZZZZ.jpg,The Day After Tomorrow Allan Folsom Warner Books
0446608602,Personal Injuries,Scott Turow,2000,Warner Vision,http://images.amazon.com/images/P/0446608602.01.MZZZZZZZ.jpg,Personal Injuries Scott Turow Warner Vision
044021422X,Jewels,Danielle Steel,1993,Dell,http://images.amazon.com/images/P/044021422X.01.MZZZZZZZ.jpg,Jewels Danielle Steel Dell
1573221112,The Art of Happiness: A Handbook for Living,Dalai Lama,1998,Penguin Putnam,http://images.amazon.com/images/P/1573221112.01.MZZZZZZZ.jpg,The Art of Happiness: A Handbook for Living Dalai Lama Penguin Putnam
0786889616,Parallel Lies,Ridley Pearson,2002,Hyperion Press,http://images.amazon.com/images/P/0786889616.01.MZZZZZZZ.jpg,Parallel Lies Ridley Pearson Hyperion Press
0440236991,Leap of Faith,Danielle Steel,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440236991.01.MZZZZZZZ.jpg,Leap of Faith Danielle Steel Dell Publishing Company
0312960344,Pandora's Clock,John J. Nance,1996,St. Martin's Press,http://images.amazon.com/images/P/0312960344.01.MZZZZZZZ.jpg,Pandora's Clock John J. Nance St. Martin's Press
0684814994,Christmas Box (Christmas Box Trilogy),Richard Paul Evans,1995,Simon &amp; Schuster,http://images.amazon.com/images/P/0684814994.01.MZZZZZZZ.jpg,Christmas Box (Christmas Box Trilogy) Richard Paul Evans Simon &amp; Schuster
0425098605,The Vision,Dean R. Koontz,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425098605.01.MZZZZZZZ.jpg,The Vision Dean R. Koontz Berkley Publishing Group
0671025333,Empty Promises,Ann Rule,2000,Pocket,http://images.amazon.com/images/P/0671025333.01.MZZZZZZZ.jpg,Empty Promises Ann Rule Pocket
0425172996,Vector,Robin Cook,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425172996.01.MZZZZZZZ.jpg,Vector Robin Cook Berkley Publishing Group
0553278355,The Bell Jar,Sylvia Plath,1983,Bantam,http://images.amazon.com/images/P/0553278355.01.MZZZZZZZ.jpg,The Bell Jar Sylvia Plath Bantam
1551669293,204 Rosewood Lane,Debbie Macomber,2002,Mira,http://images.amazon.com/images/P/1551669293.01.MZZZZZZZ.jpg,204 Rosewood Lane Debbie Macomber Mira
0440166497,Once in a Lifetime,Danielle Steel,1983,Dell,http://images.amazon.com/images/P/0440166497.01.MZZZZZZZ.jpg,Once in a Lifetime Danielle Steel Dell
0399150439,Naked Prey,John Sandford,2003,Putnam Publishing Group,http://images.amazon.com/images/P/0399150439.01.MZZZZZZZ.jpg,Naked Prey John Sandford Putnam Publishing Group
1551668300,16 Lighthouse Road,Debbie Macomber,2001,Mira,http://images.amazon.com/images/P/1551668300.01.MZZZZZZZ.jpg,16 Lighthouse Road Debbie Macomber Mira
0064407683,"The Wide Window (A Series of Unfortunate Events, Book 3)",Lemony Snicket,2000,HarperCollins,http://images.amazon.com/images/P/0064407683.01.MZZZZZZZ.jpg,"The Wide Window (A Series of Unfortunate Events, Book 3) Lemony Snicket HarperCollins"
0670805149,Lake Wobegon Days,Garrison Keillor,1985,Penguin USA,http://images.amazon.com/images/P/0670805149.01.MZZZZZZZ.jpg,Lake Wobegon Days Garrison Keillor Penguin USA
0451200101,The Experiment,John Darnton,2000,Signet Book,http://images.amazon.com/images/P/0451200101.01.MZZZZZZZ.jpg,The Experiment John Darnton Signet Book
0451176723,Mitigating Circumstances,Nancy Taylor Rosenberg,1993,Signet Book,http://images.amazon.com/images/P/0451176723.01.MZZZZZZZ.jpg,Mitigating Circumstances Nancy Taylor Rosenberg Signet Book
0446604402,The Laws of Our Fathers,Scott Turow,1997,Warner Books,http://images.amazon.com/images/P/0446604402.01.MZZZZZZZ.jpg,The Laws of Our Fathers Scott Turow Warner Books
0425171396,"Hidden Agendas (Tom Clancy's Net Force, No. 2)",Tom Clancy,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425171396.01.MZZZZZZZ.jpg,"Hidden Agendas (Tom Clancy's Net Force, No. 2) Tom Clancy Berkley Publishing Group"
0061094129,Legal Tender,Lisa Scottoline,1997,HarperTorch,http://images.amazon.com/images/P/0061094129.01.MZZZZZZZ.jpg,Legal Tender Lisa Scottoline HarperTorch
0671568833,Kill and Tell,Linda Howard,1998,Pocket Books,http://images.amazon.com/images/P/0671568833.01.MZZZZZZZ.jpg,Kill and Tell Linda Howard Pocket Books
0515119644,The Judge,Steven Paul Martini,1996,Jove Books,http://images.amazon.com/images/P/0515119644.01.MZZZZZZZ.jpg,The Judge Steven Paul Martini Jove Books
0552999458,Dead Famous,Ben Elton,2002,"Black Swan Books, Limited",http://images.amazon.com/images/P/0552999458.01.MZZZZZZZ.jpg,"Dead Famous Ben Elton Black Swan Books, Limited"
0671774670,Mother of Pearl (Oprah's Book Club (Paperback)),Melinda Haynes,2000,Washington Square Press,http://images.amazon.com/images/P/0671774670.01.MZZZZZZZ.jpg,Mother of Pearl (Oprah's Book Club (Paperback)) Melinda Haynes Washington Square Press
0425190641,Fire Ice: A Novel from the Numa Files (Kurt Austin Adventures (Paperback)),Clive Cussler,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425190641.01.MZZZZZZZ.jpg,Fire Ice: A Novel from the Numa Files (Kurt Austin Adventures (Paperback)) Clive Cussler Berkley Publishing Group
0425137562,Silent Prey,John Sandford,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425137562.01.MZZZZZZZ.jpg,Silent Prey John Sandford Berkley Publishing Group
0515135739,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback)),Catherine Coulter,2004,Jove Books,http://images.amazon.com/images/P/0515135739.01.MZZZZZZZ.jpg,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback)) Catherine Coulter Jove Books
0373218540,Dangerous,Nora Roberts,2002,Silhouette,http://images.amazon.com/images/P/0373218540.01.MZZZZZZZ.jpg,Dangerous Nora Roberts Silhouette
0553584375,No One to Trust,IRIS JOHANSEN,2003,Bantam,http://images.amazon.com/images/P/0553584375.01.MZZZZZZZ.jpg,No One to Trust IRIS JOHANSEN Bantam
0515118559,True Betrayals,Nora Roberts,1996,Jove Books,http://images.amazon.com/images/P/0515118559.01.MZZZZZZZ.jpg,True Betrayals Nora Roberts Jove Books
0380702843,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks,1999,HarperTrophy,http://images.amazon.com/images/P/0380702843.01.MZZZZZZZ.jpg,The Return of the Indian (Indian in the Cupboard) Lynne Reid Banks HarperTrophy
038000321X,Alive : The Story of the Andes Survivors (Avon Nonfiction),Piers Paul Read,1975,Avon,http://images.amazon.com/images/P/038000321X.01.MZZZZZZZ.jpg,Alive : The Story of the Andes Survivors (Avon Nonfiction) Piers Paul Read Avon
0425182673,"Cybernation (Tom Clancy's Net Force, No. 6)",Steve Perry,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425182673.01.MZZZZZZZ.jpg,"Cybernation (Tom Clancy's Net Force, No. 6) Steve Perry Berkley Publishing Group"
0451167538,Different Seasons (Signet),Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451167538.01.MZZZZZZZ.jpg,Different Seasons (Signet) Stephen King Signet Book
0061093327,Low Country,Anne Rivers Siddons,1999,HarperTorch,http://images.amazon.com/images/P/0061093327.01.MZZZZZZZ.jpg,Low Country Anne Rivers Siddons HarperTorch
0451206711,Orchid Blues (Holly Barker Novels (Paperback)),Stuart Woods,2002,Signet Book,http://images.amazon.com/images/P/0451206711.01.MZZZZZZZ.jpg,Orchid Blues (Holly Barker Novels (Paperback)) Stuart Woods Signet Book
0425146812,Second Nature,Alice Hoffman,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425146812.01.MZZZZZZZ.jpg,Second Nature Alice Hoffman Berkley Publishing Group
0553560271,Shadows,John Saul,1993,Bantam Books,http://images.amazon.com/images/P/0553560271.01.MZZZZZZZ.jpg,Shadows John Saul Bantam Books
0865471185,West With the Night,Beryl Markham,1983,North Point Press,http://images.amazon.com/images/P/0865471185.01.MZZZZZZZ.jpg,West With the Night Beryl Markham North Point Press
0425152499,Practical Magic,Alice Hoffman,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425152499.01.MZZZZZZZ.jpg,Practical Magic Alice Hoffman Berkley Publishing Group
0446530891,Split Second,David Baldacci,2003,Warner Books,http://images.amazon.com/images/P/0446530891.01.MZZZZZZZ.jpg,Split Second David Baldacci Warner Books
0452266564,The Claiming of Sleeping Beauty (Erotic Adventures of Sleeping Beauty),Rice Anne,1999,Plume Books,http://images.amazon.com/images/P/0452266564.01.MZZZZZZZ.jpg,The Claiming of Sleeping Beauty (Erotic Adventures of Sleeping Beauty) Rice Anne Plume Books
0743418131,Deck the Halls (Holiday Classics),Mary Higgins Clark,2002,Pocket,http://images.amazon.com/images/P/0743418131.01.MZZZZZZZ.jpg,Deck the Halls (Holiday Classics) Mary Higgins Clark Pocket
0446354732,Nothing Lasts Forever,Sidney Sheldon,1995,Warner Books,http://images.amazon.com/images/P/0446354732.01.MZZZZZZZ.jpg,Nothing Lasts Forever Sidney Sheldon Warner Books
0375758992,Don't Let's Go to the Dogs Tonight : An African Childhood,ALEXANDRA FULLER,2003,Random House Trade Paperbacks,http://images.amazon.com/images/P/0375758992.01.MZZZZZZZ.jpg,Don't Let's Go to the Dogs Tonight : An African Childhood ALEXANDRA FULLER Random House Trade Paperbacks
0452269652,Jazz (Plume Contemporary Fiction),Toni Morrison,1993,Plume Books,http://images.amazon.com/images/P/0452269652.01.MZZZZZZZ.jpg,Jazz (Plume Contemporary Fiction) Toni Morrison Plume Books
0684863472,A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story,Dave Eggers,2000,Simon &amp; Schuster,http://images.amazon.com/images/P/0684863472.01.MZZZZZZZ.jpg,A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story Dave Eggers Simon &amp; Schuster
