ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,rating_count
0553272586,Farewell to Manzanar: A True Story of Japanese American Experience During and  After the World War II Internment,Jeanne W. Houston,1983,Bantam Books,http://images.amazon.com/images/P/0553272586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553272586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553272586.01.LZZZZZZZ.jpg,53
0553234811,"Valley of the Horses (Auel, Jean M. , Earth's Children.)",Jean M. Auel,1983,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553234811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553234811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553234811.01.LZZZZZZZ.jpg,59
0440224837,The Long Road Home,Danielle Steel,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440224837.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224837.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224837.01.LZZZZZZZ.jpg,78
0671776134,Plain Truth,Jodi Picoult,2001,Washington Square Press,http://images.amazon.com/images/P/0671776134.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671776134.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671776134.01.LZZZZZZZ.jpg,84
0399133143,The Tommyknockers,Stephen King,1987,Putnam Pub Group,http://images.amazon.com/images/P/0399133143.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399133143.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399133143.01.LZZZZZZZ.jpg,51
0425133516,The Hunt for Red October (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425133516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425133516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425133516.01.LZZZZZZZ.jpg,76
0440168724,A Perfect Stranger,Danielle Steel,1983,Dell,http://images.amazon.com/images/P/0440168724.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440168724.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440168724.01.LZZZZZZZ.jpg,52
0515118230,Home Song,Lavyrle Spencer,1995,Jove Books,http://images.amazon.com/images/P/0515118230.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515118230.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515118230.01.LZZZZZZZ.jpg,56
0345447867,The Apprentice,Tess Gerritsen,2003,Ballantine Books,http://images.amazon.com/images/P/0345447867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345447867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345447867.01.LZZZZZZZ.jpg,87
0440213290,The Copper Beech,Maeve Binchy,1993,Dell,http://images.amazon.com/images/P/0440213290.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213290.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213290.01.LZZZZZZZ.jpg,135
1573228583,Speaking With the Angel,Nick Hornby,2001,Riverhead Books,http://images.amazon.com/images/P/1573228583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573228583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573228583.01.LZZZZZZZ.jpg,52
0385722192,Lullaby: A Novel,Chuck Palahniuk,2003,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385722192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722192.01.LZZZZZZZ.jpg,64
0679430946,The Hot Zone,Richard Preston,1994,Random House,http://images.amazon.com/images/P/0679430946.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679430946.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679430946.01.LZZZZZZZ.jpg,59
0515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515136379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136379.01.LZZZZZZZ.jpg,117
0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns,http://images.amazon.com/images/P/0515136530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515136530.01.LZZZZZZZ.jpg,122
051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/051513628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg,136
0451149513,It,Stephen King,1987,New Amer Library,http://images.amazon.com/images/P/0451149513.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451149513.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451149513.01.LZZZZZZZ.jpg,53
0671693816,Wifey,Judy Blume,1989,Pocket,http://images.amazon.com/images/P/0671693816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671693816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671693816.01.LZZZZZZZ.jpg,126
0553287737,The Bourne Ultimatum,Robert Ludlum,1991,Bantam Books,http://images.amazon.com/images/P/0553287737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553287737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553287737.01.LZZZZZZZ.jpg,75
0451161343,Thinner,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451161343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451161343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451161343.01.LZZZZZZZ.jpg,62
0345303067,2010: Odyssey Two,Arthur C. Clarke,1984,Del Rey Books,http://images.amazon.com/images/P/0345303067.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345303067.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345303067.01.LZZZZZZZ.jpg,79
0061030643,The Associate,Phillip Margolin,2002,HarperTorch,http://images.amazon.com/images/P/0061030643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061030643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061030643.01.LZZZZZZZ.jpg,65
0671797050,FIRST WIVES CLUB,Olivia Goldsmith,1993,Pocket,http://images.amazon.com/images/P/0671797050.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671797050.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671797050.01.LZZZZZZZ.jpg,74
0451204891,The Hearing,John Lescroart,2002,Signet Book,http://images.amazon.com/images/P/0451204891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451204891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451204891.01.LZZZZZZZ.jpg,55
006109918X,Talking God (Jim Chee Novels),Tony Hillerman,1991,HarperTorch,http://images.amazon.com/images/P/006109918X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006109918X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006109918X.01.LZZZZZZZ.jpg,52
0553576623,Miracle Cure,Michael Palmer,1999,Bantam Books,http://images.amazon.com/images/P/0553576623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553576623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553576623.01.LZZZZZZZ.jpg,50
0385337116,The Rule of Four,Ian Caldwell,2004,Dial Books,http://images.amazon.com/images/P/0385337116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385337116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385337116.01.LZZZZZZZ.jpg,71
0425136191,Blindsight,Robin Cook,1993,Berkley Publishing Group,http://images.amazon.com/images/P/0425136191.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425136191.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425136191.01.LZZZZZZZ.jpg,68
0440213029,The Lilac Bus: Stories,Maeve Binchy,1992,Dell,http://images.amazon.com/images/P/0440213029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213029.01.LZZZZZZZ.jpg,81
0449215296,Family: The Ties That Bind and Gag,Erma Bombeck,1991,Fawcett Books,http://images.amazon.com/images/P/0449215296.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449215296.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449215296.01.LZZZZZZZ.jpg,62
0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,Yearling,http://images.amazon.com/images/P/0440498058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440498058.01.LZZZZZZZ.jpg,158
0452282195,The Bluest Eye,Toni Morrison,2000,Plume Books,http://images.amazon.com/images/P/0452282195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282195.01.LZZZZZZZ.jpg,122
0394742117,"Out of Africa ; and, Shadows on the grass",Isak Dinesen,1985,Vintage Books,http://images.amazon.com/images/P/0394742117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394742117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394742117.01.LZZZZZZZ.jpg,56
0449227545,The Hammer of Eden: A Novel,Ken Follett,1999,Fawcett Books,http://images.amazon.com/images/P/0449227545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449227545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449227545.01.LZZZZZZZ.jpg,66
0425171884,Shadow Watch (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425171884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425171884.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425171884.01.LZZZZZZZ.jpg,65
0380726254,Serpent's Tooth : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1998,Avon,http://images.amazon.com/images/P/0380726254.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380726254.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380726254.01.LZZZZZZZ.jpg,70
0446343455,Tourist Season,Carl Hiaasen,1987,Warner Books,http://images.amazon.com/images/P/0446343455.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446343455.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446343455.01.LZZZZZZZ.jpg,83
0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade,http://images.amazon.com/images/P/0060096195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060096195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060096195.01.LZZZZZZZ.jpg,107
0373250282,Engaging Men (Red Dress Ink (Paperback)),Lynda Curnyn,2003,Red Dress Ink,http://images.amazon.com/images/P/0373250282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250282.01.LZZZZZZZ.jpg,60
0345435796,The First Horseman,John Case,1999,Ballantine Books,http://images.amazon.com/images/P/0345435796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345435796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345435796.01.LZZZZZZZ.jpg,76
0345450892,The Lake of Dead Languages (Ballantine Reader's Circle),Carol Goodman,2003,Ballantine Books,http://images.amazon.com/images/P/0345450892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345450892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345450892.01.LZZZZZZZ.jpg,51
0767913000,Fourplay: A Novel,Jane Moore,2002,Broadway Books,http://images.amazon.com/images/P/0767913000.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767913000.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767913000.01.LZZZZZZZ.jpg,60
0373250142,Dating Without Novocaine (Red Dress Ink),Lisa Cach,2002,Red Dress Ink,http://images.amazon.com/images/P/0373250142.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250142.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250142.01.LZZZZZZZ.jpg,52
0345453387,Dog Handling,CLARE NAYLOR,2002,Ballantine Books,http://images.amazon.com/images/P/0345453387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345453387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345453387.01.LZZZZZZZ.jpg,53
0060090367,Watermelon,Marian Keyes,2002,Perennial,http://images.amazon.com/images/P/0060090367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060090367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060090367.01.LZZZZZZZ.jpg,64
0373250118,See Jane Date (Red Dress Ink (Paperback)),Melissa Senate,2001,Red Dress Ink,http://images.amazon.com/images/P/0373250118.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250118.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250118.01.LZZZZZZZ.jpg,62
0385323638,Pink Slip,RITA CIRESI,1999,Delta,http://images.amazon.com/images/P/0385323638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385323638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385323638.01.LZZZZZZZ.jpg,50
0385722435,Ella Minnow Pea: A Novel in Letters,Mark Dunn,2002,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385722435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385722435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385722435.01.LZZZZZZZ.jpg,75
0385319037,Animal Husbandry,Laura Zigman,2001,Delta,http://images.amazon.com/images/P/0385319037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385319037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385319037.01.LZZZZZZZ.jpg,65
0140282033,Chocolat,Joanne Harris,2000,Penguin Books,http://images.amazon.com/images/P/0140282033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140282033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140282033.01.LZZZZZZZ.jpg,52
0312961324,The Shell Seekers (Shell Seekers),Rosamunde Pilcher,1997,St. Martin's Press,http://images.amazon.com/images/P/0312961324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312961324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312961324.01.LZZZZZZZ.jpg,64
0425113884,Mortal Fear,Robin Cook,1989,Berkley Publishing Group,http://images.amazon.com/images/P/0425113884.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425113884.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425113884.01.LZZZZZZZ.jpg,77
0553213156,Anne of Ingleside (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984,Bantam Classics,http://images.amazon.com/images/P/0553213156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213156.01.LZZZZZZZ.jpg,51
0440124344,Family Album,Danielle Steel,1989,Dell,http://images.amazon.com/images/P/0440124344.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440124344.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440124344.01.LZZZZZZZ.jpg,73
014027927X,Ralph's Party,Lisa Jewell,1999,Penguin Books Ltd,http://images.amazon.com/images/P/014027927X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014027927X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014027927X.01.LZZZZZZZ.jpg,50
0060976497,Ten Stupid Things Women Do to Mess Up Their Lives,Laura C. Schlessinger,1995,Perennial,http://images.amazon.com/images/P/0060976497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060976497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060976497.01.LZZZZZZZ.jpg,54
0312147015,The Persian Pickle Club,Sandra Dallas,1996,St. Martin's Griffin,http://images.amazon.com/images/P/0312147015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312147015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312147015.01.LZZZZZZZ.jpg,75
0380796104,Lucy Sullivan Is Getting Married,Marian Keyes,2000,Avon,http://images.amazon.com/images/P/0380796104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380796104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380796104.01.LZZZZZZZ.jpg,51
0373483503,Macgregor Brides (Macgregors),Nora Roberts,1997,Silhouette,http://images.amazon.com/images/P/0373483503.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373483503.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373483503.01.LZZZZZZZ.jpg,84
0373270976,"Night Shield (Intimate Moments, 1027)",Nora Roberts,2000,Silhouette,http://images.amazon.com/images/P/0373270976.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373270976.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373270976.01.LZZZZZZZ.jpg,52
0515122734,Sanctuary,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515122734.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515122734.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515122734.01.LZZZZZZZ.jpg,110
0446607207,Tell Me Your Dreams,Sidney Sheldon,1999,Warner Vision,http://images.amazon.com/images/P/0446607207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607207.01.LZZZZZZZ.jpg,80
0440209412,Message from Nam,Danielle Steel,1991,Dell,http://images.amazon.com/images/P/0440209412.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440209412.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440209412.01.LZZZZZZZ.jpg,71
0842329250,Soul Harvest: The World Takes Sides (Left Behind No. 4),Tim Lahaye,1999,Tyndale House Publishers,http://images.amazon.com/images/P/0842329250.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329250.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329250.01.LZZZZZZZ.jpg,107
0553562614,Snow Crash,Neal Stephenson,1993,Bantam,http://images.amazon.com/images/P/0553562614.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553562614.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553562614.01.LZZZZZZZ.jpg,82
0375500510,Black and Blue : A Novel,ANNA QUINDLEN,1998,Random House,http://images.amazon.com/images/P/0375500510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375500510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375500510.01.LZZZZZZZ.jpg,99
0812548051,"Wizard's First Rule (Sword of Truth, Book 1)",Terry Goodkind,1997,Tor Fantasy,http://images.amazon.com/images/P/0812548051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812548051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812548051.01.LZZZZZZZ.jpg,68
0373484429,Reflections And Dreams,Nora Roberts,2001,Silhouette,http://images.amazon.com/images/P/0373484429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484429.01.LZZZZZZZ.jpg,88
0345409876,Women Who Run with the Wolves,CLARISSA PINKOLA PHD ESTES,1996,Ballantine Books,http://images.amazon.com/images/P/0345409876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345409876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345409876.01.LZZZZZZZ.jpg,61
0425183971,Reunion in Death,J. D. Robb,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425183971.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425183971.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425183971.01.LZZZZZZZ.jpg,90
0894803204,The Book of Questions,Gregory Stock,1987,Workman Publishing,http://images.amazon.com/images/P/0894803204.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894803204.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894803204.01.LZZZZZZZ.jpg,68
0451170113,Night Shift,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451170113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451170113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451170113.01.LZZZZZZZ.jpg,50
0425155722,The Fool's Run,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425155722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425155722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425155722.01.LZZZZZZZ.jpg,61
0425189031,Portrait in Death,Nora Roberts,2003,Berkley Publishing Group,http://images.amazon.com/images/P/0425189031.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425189031.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425189031.01.LZZZZZZZ.jpg,93
0440236665,Lone Eagle,Danielle Steel,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440236665.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236665.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236665.01.LZZZZZZZ.jpg,53
0385720955,The Blind Assassin,Margaret Atwood,2001,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385720955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385720955.01.LZZZZZZZ.jpg,150
006109868X,Pigs in Heaven,Barbara Kingsolver,1999,Perennial,http://images.amazon.com/images/P/006109868X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006109868X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006109868X.01.LZZZZZZZ.jpg,69
0316777722,Me Talk Pretty One Day,David Sedaris,2000,"Little, Brown",http://images.amazon.com/images/P/0316777722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316777722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316777722.01.LZZZZZZZ.jpg,115
